1,7200000,7200000
2,8640000,15840000
3,10080000,25920000
4,11520000,37440000
5,12960000,50400000
6,14400000,64800000
7,15840000,80640000
8,17280000,97920000
9,18720000,116640000
10,20160000,136800000
11,21600000,158400000
12,23040000,181440000
13,24480000,205920000
14,25920000,231840000
15,27360000,259200000
16,28800000,288000000
17,30240000,318240000
18,31680000,349920000
19,33120000,383040000
20,34560000,417600000
21,36000000,453600000
22,37440000,491040000
23,38880000,529920000
24,40320000,570240000
25,41760000,612000000
26,43200000,655200000
27,44640000,699840000
28,46080000,745920000
29,47520000,793440000
30,48960000,842400000
31,50400000,892800000
32,51840000,944640000
33,53280000,997920000
34,54720000,1052640000
35,56160000,1108800000
36,57600000,1166400000
37,59040000,1225440000
38,60480000,1285920000
39,61920000,1347840000
40,63360000,1411200000
41,64800000,1476000000
42,66240000,1542240000
43,67680000,1609920000
44,69120000,1679040000
45,70560000,1749600000
46,72000000,1821600000
47,73440000,1895040000
48,74880000,1969920000
49,76320000,2046240000
50,77760000,2124000000
51,79200000,2203200000
52,80640000,2283840000
53,82080000,2365920000
54,83520000,2449440000
55,84960000,2534400000
56,86400000,2620800000
57,87840000,2708640000
58,89280000,2797920000
59,90720000,2888640000
60,92160000,2980800000
61,95040000,3075840000
62,97920000,3173760000
63,100800000,3274560000
64,103680000,3378240000
65,106560000,3484800000
66,109440000,3594240000
67,112320000,3706560000
68,115200000,3821760000
69,118080000,3939840000
70,120960000,4060800000
71,126000000,4186800000
72,131040000,4317840000
73,136080000,4453920000
74,139740000,4593660000
75,140760000,4734420000
76,141780000,4876200000
77,142800000,5019000000
78,143820000,5162820000
79,144840000,5307660000
80,145860000,5453520000
81,146880000,5600400000
82,147900000,5748300000
83,148920000,5897220000
84,149940000,6047160000
85,150960000,6198120000
86,151980000,6350100000
87,153000000,6503100000
88,154020000,6657120000
89,155040000,6812160000
90,156060000,6968220000
91,157080000,7125300000
92,158100000,7283400000
93,159120000,7442520000
94,160140000,7602660000
95,161160000,7763820000
96,162180000,7926000000
97,163200000,8089200000
98,164220000,8253420000
99,165240000,8418660000
100,166260000,8584920000
101,167280000,8752200000
102,168300000,8920500000
103,169320000,9089820000
104,170340000,9260160000
105,171360000,9431520000
106,172380000,9603900000
107,173400000,9777300000
108,174420000,9951720000
109,175440000,10127160000
110,176460000,10303620000
111,177480000,10481100000
112,178500000,10659600000
113,179520000,10839120000
114,180540000,11019660000
115,181560000,11201220000
116,182580000,11383800000
117,183600000,11567400000
118,184620000,11752020000
119,185640000,11937660000
120,186660000,12124320000
121,187680000,12312000000
122,188700000,12500700000
123,189720000,12690420000
124,190740000,12881160000
125,191760000,13072920000
126,192780000,13265700000
127,193800000,13459500000
128,194820000,13654320000
129,195840000,13850160000
130,196860000,14047020000
131,197880000,14244900000
132,198900000,14443800000
133,199920000,14643720000
134,200940000,14844660000
135,201960000,15046620000
136,202980000,15249600000
137,204000000,15453600000
138,205020000,15658620000
139,206040000,15864660000
140,207060000,16071720000
141,208080000,16279800000
142,209100000,16488900000
143,210120000,16699020000
144,211140000,16910160000
145,212160000,17122320000
146,213180000,17335500000
147,214200000,17549700000
148,215220000,17764920000
149,216240000,17981160000
150,218280000,18199440000
151,220320000,18419760000
152,222360000,18642120000
153,224400000,18866520000
154,226440000,19092960000
155,228480000,19321440000
156,230520000,19551960000
157,232560000,19784520000
158,234600000,20019120000
159,236640000,20255760000
160,238680000,20494440000
161,240720000,20735160000
162,242760000,20977920000
163,244800000,21222720000
164,246840000,21469560000
165,248880000,21718440000
166,250920000,21969360000
167,252960000,22222320000
168,255000000,22477320000
169,257040000,22734360000
170,259080000,22993440000
171,261120000,23254560000
172,263160000,23517720000
173,265200000,23782920000
174,267240000,24050160000
175,269280000,24319440000
176,271320000,24590760000
177,273360000,24864120000
178,275400000,25139520000
179,277440000,25416960000
180,279480000,25696440000
181,281520000,25977960000
182,283560000,26261520000
183,285600000,26547120000
184,287640000,26834760000
185,289680000,27124440000
186,291720000,27416160000
187,293760000,27709920000
188,295800000,28005720000
189,297840000,28303560000
190,299880000,28603440000
191,301920000,28905360000
192,303960000,29209320000
193,306000000,29515320000
194,308040000,29823360000
195,310080000,30133440000
196,312120000,30445560000
197,314160000,30759720000
198,316200000,31075920000
199,318240000,31394160000
200,320280000,31714440000
201,322320000,32036760000
202,324360000,32361120000
203,326400000,32687520000
204,328440000,33015960000
205,330480000,33346440000
206,332520000,33678960000
207,334560000,34013520000
208,336600000,34350120000
209,338640000,34688760000
210,340680000,35029440000
211,342720000,35372160000
212,344760000,35716920000
213,346800000,36063720000
214,348840000,36412560000
215,350880000,36763440000
216,352920000,37116360000
217,354960000,37471320000
218,357000000,37828320000
219,359040000,38187360000
220,361080000,38548440000
221,363120000,38911560000
222,365160000,39276720000
223,367200000,39643920000
224,369240000,40013160000
225,371280000,40384440000
226,373320000,40757760000
227,375360000,41133120000
228,377400000,41510520000
229,379440000,41889960000
230,381480000,42271440000
231,383520000,42654960000
232,385560000,43040520000
233,387600000,43428120000
234,389640000,43817760000
235,391680000,44209440000
236,393720000,44603160000
237,395760000,44998920000
238,397800000,45396720000
239,399840000,45796560000
240,401880000,46198440000
241,403920000,46602360000
242,405960000,47008320000
243,408000000,47416320000
244,410040000,47826360000
245,412080000,48238440000
246,414120000,48652560000
247,416160000,49068720000
248,418200000,49486920000
249,420240000,49907160000
250,422280000,50329440000
251,426360000,50755800000
252,430440000,51186240000
253,434520000,51620760000
254,438600000,52059360000
255,442680000,52502040000
256,446760000,52948800000
257,450840000,53399640000
258,454920000,53854560000
259,459000000,54313560000
260,463080000,54776640000
261,467160000,55243800000
262,471240000,55715040000
263,475320000,56190360000
264,479400000,56669760000
265,483480000,57153240000
266,487560000,57640800000
267,491640000,58132440000
268,495720000,58628160000
269,499800000,59127960000
270,503880000,59631840000
271,507960000,60139800000
272,512040000,60651840000
273,516120000,61167960000
274,520200000,61688160000
275,524280000,62212440000
276,528360000,62740800000
277,532440000,63273240000
278,536520000,63809760000
279,540600000,64350360000
280,544680000,64895040000
281,548760000,65443800000
282,552840000,65996640000
283,556920000,66553560000
284,561000000,67114560000
285,565080000,67679640000
286,569160000,68248800000
287,573240000,68822040000
288,577320000,69399360000
289,581400000,69980760000
290,585480000,70566240000
291,589560000,71155800000
292,593640000,71749440000
293,597720000,72347160000
294,601800000,72948960000
295,605880000,73554840000
296,609960000,74164800000
297,614040000,74778840000
298,618120000,75396960000
299,622200000,76019160000
300,626280000,76645440000
301,630360000,77275800000
302,634440000,77910240000
303,638520000,78548760000
304,642600000,79191360000
305,646680000,79838040000
306,650760000,80488800000
307,654840000,81143640000
308,658920000,81802560000
309,663000000,82465560000
310,667080000,83132640000
311,671160000,83803800000
312,675240000,84479040000
313,679320000,85158360000
314,683400000,85841760000
315,687480000,86529240000
316,691560000,87220800000
317,695640000,87916440000
318,699720000,88616160000
319,703800000,89319960000
320,707880000,90027840000
321,711960000,90739800000
322,716040000,91455840000
323,720120000,92175960000
